transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000357447.2	FRMD4A	10	1-431	14372101	13712487	57	147.3651074	0.386794412	55.41238884	FRMD4A_1
ENST00000263056.1	MAP3K8	10	200-353	30739280	30748216	12	49.9022698	0.240470024	41.60070347	MAP3K8_2
ENST00000373644.4	TET1	10	1485-1683	70412343	70442727	23	62.61719525	0.367311246	25.0653539	TET1_2
ENST00000298767.5	WAPAL	10	594-825	88232482	88220940	12	71.40720099	0.168050278	49.42380433	WAPAL_2
ENST00000371627.4	TNKS2	10	1-78	93558448	93572774	3	24.66371321	0.121636186	19.02862176	TNKS2_1
ENST00000372037.3	BMPR1A	10	245-411	88676948	88681343	10	52.7970249	0.189404612	52.3166548	BMPR1A_2
ENST00000263062.8	EPC1	10	1-279	32635843	32580229	34	102.2196956	0.332616917	45.52867079	EPC1_1
ENST00000368808.3	MMP21	10	55-207	127462934	127462476	9	71.9019079	0.125170531	55.02844268	MMP21_3
ENST00000277942.6	NPFFR1	10	191-431	72015435	72014713	35	80.3121395	0.435799622	25.56512625	NPFFR1_2
ENST00000334512.5	ZMIZ1	10	560-823	81058818	81065902	41	129.677581	0.31616876	82.93387118	ZMIZ1_2
ENST00000298068.5	HECTD2	10	311-777	93244373	93272141	44	135.6735422	0.324307889	61.94308929	HECTD2_2
ENST00000371953.3	PTEN	10	1-55	89624227	89685270	0	18.42186273	0	18.42186273	PTEN_1
ENST00000371953.3	PTEN	10	56-404	89685271	89725229	34	97.31459937	0.349382315	41.19359807	PTEN_2
ENST00000404857.1	KCNMA1	10	1-1162	79397400	78647198	143	415.7998541	0.343915465	178.9797655	KCNMA1_1
ENST00000372325.2	SFTPA2	10	1-57	81319239	81319069	7	21.84004854	0.320512108	13.75040395	SFTPA2_1
ENST00000372325.2	SFTPA2	10	123-249	81317811	81316965	17	41.7652353	0.407037094	18.96953802	SFTPA2_3
ENST00000298630.3	STK32C	10	1-258	134121337	134038839	52	145.6350798	0.357056831	60.20203496	STK32C_1
ENST00000369583.3	DUSP5	10	1-133	112257880	112262498	40	85.5902073	0.467343184	24.28393466	DUSP5_1
ENST00000316157.3	LARP4B	10	143-341	909686	875427	25	68.48307142	0.36505372	36.58060498	LARP4B_2
ENST00000372027.5	MMRN2	10	476-720	88703115	88702381	59	166.5448236	0.354258984	92.63785643	MMRN2_2
ENST00000398978.3	COL13A1	10	1-71	71562180	71562392	16	53.89745597	0.296860023	26.64721633	COL13A1_1
ENST00000369452.4	SHOC2	10	322-402	112760295	112767333	1	19.6876175	0.050793348	31.41525523	SHOC2_2
ENST00000369452.4	SHOC2	10	403-583	112767334	112771576	25	45.95038459	0.544065087	11.4664495	SHOC2_3
ENST00000339859.4	USP54	10	1-388	75335416	75294509	75	126.4393235	0.593169893	20.92706547	USP54_1
ENST00000254667.3	PTPRE	10	208-463	129859976	129870403	60	118.7049225	0.505455029	35.53429995	PTPRE_2
ENST00000260731.3	KIF11	10	1-331	94353133	94373337	41	101.1436197	0.405364175	35.76355093	KIF11_1
ENST00000534127.1	ST5	11	642-1138	8736175	8715643	110	183.3796607	0.599848422	29.36298705	ST5_2
ENST00000389817.3	ABCC8	11	1019-1582	17428542	17414538	126	217.9518598	0.578109313	38.7936333	ABCC8_2
ENST00000155840.5	KCNQ1	11	1-171	2466329	2591893	30	83.35461606	0.359908082	34.15185852	KCNQ1_1
ENST00000405158.2	SAA1	11	1-77	18288435	18291264	3	24.63303472	0.121787674	18.99839774	SAA1_1
ENST00000341394.4	CAPRIN1	11	1-168	34073968	34097920	38	68.89693202	0.551548507	16.57192686	CAPRIN1_1
ENST00000341394.4	CAPRIN1	11	568-710	34113600	34120914	31	62.45017273	0.496395745	19.47667399	CAPRIN1_3
ENST00000249923.3	COPB1	11	1-337	14520474	14502590	56	102.8788761	0.54432943	21.36132416	COPB1_1
ENST00000428726.2	CD44	11	1-152	35160851	35211401	31	55.07504255	0.56286838	10.52396234	CD44_1
ENST00000418153.2	PHF21A	11	1-562	46105770	45957286	88	175.7982162	0.500573907	43.84872006	PHF21A_1
ENST00000256999.2	FOLH1	11	366-751	49196453	49168308	45	105.6866187	0.42578711	34.84703869	FOLH1_2
ENST00000396356.3	SOX6	11	589-809	16010684	15994355	38	83.2624539	0.456388182	24.60520483	SOX6_2
ENST00000299402.6	APBB1	11	586-625	6417356	6417100	1	16.07986099	0.062189592	24.60458673	APBB1_2
ENST00000263773.5	FNBP4	11	1-80	47788840	47786895	11	29.01185744	0.379155317	14.68790916	FNBP4_1
ENST00000361367.2	CTR9	11	1-53	10772960	10776519	1	22.33843926	0.044765885	20.38320515	CTR9_1
ENST00000361367.2	CTR9	11	54-915	10776520	10795576	115	276.3128984	0.416194831	94.17530397	CTR9_2
ENST00000435224.2	ABTB2	11	1-184	34379130	34378579	11	59.28696876	0.185538243	39.32788943	ABTB2_1
ENST00000450114.2	WEE1	11	1-384	9595481	9603089	29	98.57904093	0.29418018	49.11026615	WEE1_1
ENST00000419022.1	PAX6	11	1-52	31827959	31823446	1	23.82760424	0.04196813	21.86957237	PAX6_1
ENST00000419022.1	PAX6	11	53-437	31823445	31811482	64	134.8930586	0.474449914	37.25785309	PAX6_2
ENST00000298852.3	PSMC3	11	1-112	47447830	47446212	1	36.77840262	0.02718987	34.8055925	PSMC3_1
ENST00000298852.3	PSMC3	11	113-440	47446211	47440386	45	119.3547326	0.377027362	46.32096389	PSMC3_2
ENST00000526900.1	SAA2	11	1-77	18269558	18267062	3	26.92743136	0.111410552	21.26166302	SAA2_1
ENST00000227163.4	SPI1	11	1-196	47399904	47377006	44	73.75814896	0.596544255	12.00609617	SPI1_1
ENST00000227163.4	SPI1	11	197-272	47377005	47376778	4	40.07362103	0.099816286	32.47288617	SPI1_2
ENST00000256737.3	ANO3	11	426-982	26569084	26681991	100	176.9593023	0.565101686	33.46947084	ANO3_2
ENST00000278174.5	BTBD10	11	164-476	13441101	13410378	35	97.49089583	0.359007882	40.05617169	BTBD10_2
ENST00000332682.7	TRIM49B	11	137-287	49053560	49059031	2	33.16849962	0.060298175	51.10318548	TRIM49B_2
ENST00000531120.1	EIF3M	11	1-14	32605434	32605475	0	6.383588815	0	12.76717763	EIF3M_1
ENST00000531120.1	EIF3M	11	116-375	32610589	32623945	41	71.03565404	0.577174949	15.00330006	EIF3M_3
ENST00000525074.1	TRIM3	11	1-163	6486925	6478952	27	65.60254356	0.411569408	29.26509656	TRIM3_1
ENST00000525074.1	TRIM3	11	219-745	6478567	6470258	106	260.1592275	0.407442784	117.9732453	TRIM3_3
ENST00000528494.1	ATG13	11	1-226	46665842	46679155	27	70.09536292	0.385189531	26.49548027	ATG13_1
ENST00000339865.5	USP47	11	94-305	11913641	11941942	22	61.37344112	0.358461243	33.60575398	USP47_2
ENST00000336615.4	PNPLA2	11	1-71	819719	821653	1	22.45845906	0.044526652	20.50298571	PNPLA2_1
ENST00000382179.1	BRSK2	11	71-430	1432845	1467063	60	148.5267539	0.403967625	52.76481137	BRSK2_2
ENST00000329962.6	B4GALNT4	11	463-1040	376510	381792	114	264.7593996	0.430579614	85.84547556	B4GALNT4_2
ENST00000454345.1	DGKZ	11	272-836	46388926	46397434	100	219.9825223	0.454581568	65.44067912	DGKZ_2
ENST00000299441.3	DCHS1	11	1305-1543	6652301	6651396	23	103.6483809	0.221904093	62.75217504	DCHS1_2
ENST00000300738.5	RRM1	11	1-223	4116243	4139568	35	69.85696446	0.501023774	21.33680816	RRM1_1
ENST00000300738.5	RRM1	11	224-343	4139569	4142986	5	40.54357731	0.123324095	50.15775996	RRM1_2
ENST00000393960.1	PC	11	1-506	66639630	66620303	116	239.221993	0.484905249	63.47100184	PC_1
ENST00000533211.1	SPTBN2	11	1-481	66488711	66475197	115	217.3333911	0.529140964	48.18460191	SPTBN2_1
ENST00000406246.3	RELA	11	1-227	65430303	65425954	29	95.01942294	0.305200759	45.87024495	RELA_1
ENST00000316059.6	ZFP91	11	303-438	58379800	58384780	7	46.16764481	0.151621336	33.22899417	ZFP91_2
ENST00000260045.3	PRKRIR	11	125-762	76063821	76061908	43	181.2998693	0.237176122	105.4984426	PRKRIR_2
ENST00000164133.2	PPP2R5B	11	80-498	64694222	64701316	65	146.5535557	0.443523869	45.38260713	PPP2R5B_2
ENST00000294119.2	UBXN1	11	106-313	62445565	62444190	46	90.81236583	0.506538945	22.11315731	UBXN1_2
ENST00000308595.5	ADRBK1	11	1-57	67034171	67044800	4	21.42616112	0.186687665	21.42577587	ADRBK1_1
ENST00000308595.5	ADRBK1	11	161-690	67047349	67052921	121	249.6992612	0.484582932	82.07758267	ADRBK1_3
ENST00000308110.4	MUS81	11	1-99	65628225	65628852	26	52.56598058	0.494616475	13.42600892	MUS81_1
ENST00000322535.6	SF3B2	11	461-896	65827046	65836216	49	152.4614009	0.321392823	70.20964918	SF3B2_2
ENST00000257215.5	DAGLA	11	1-610	61487628	61507110	118	301.0043886	0.392020862	111.2628504	DAGLA_1
ENST00000278836.5	MYRF	11	376-618	61541449	61545268	35	111.8343218	0.312962957	52.78802531	MYRF_2
ENST00000528416.1	DPF2	11	154-392	65109028	65119230	18	86.92969565	0.207063879	54.65684548	DPF2_2
ENST00000310137.4	RBM14	11	1-155	66384192	66391812	19	108.1675609	0.175653402	73.50497549	RBM14_1
ENST00000310137.4	RBM14	11	569-670	66393052	66394139	32	74.67493565	0.428523972	24.38770274	RBM14_3
ENST00000279227.5	FERMT3	11	516-668	63988130	63990964	38	76.48616094	0.496821903	23.80852357	FERMT3_3
ENST00000402010.2	MARK2	11	1-285	63606979	63668117	24	96.70299931	0.248182581	78.51365038	MARK2_1
ENST00000402010.2	MARK2	11	686-789	63676398	63676709	13	57.78898775	0.224956354	50.78990471	MARK2_3
ENST00000312989.7	PPP1CA	11	23-298	67168692	67166214	28	120.3148269	0.232722772	102.986842	PPP1CA_2
ENST00000265459.6	NRXN2	11	1148-1713	64402886	64374668	99	247.011542	0.400790988	88.68984984	NRXN2_2
ENST00000525239.1	WDR74	11	20-57	62606985	62606794	4	24.48509726	0.163364677	26.47603215	WDR74_2
ENST00000346178.4	GANAB	11	280-708	62400520	62396363	73	162.7020531	0.448672888	49.45517389	GANAB_2
ENST00000309602.4	LRFN4	11	1-390	66625216	66626385	82	191.6155728	0.427940166	62.70666636	LRFN4_1
ENST00000301459.4	RCOR2	11	1-206	63683928	63681790	33	73.76401947	0.447372584	28.44004727	RCOR2_1
ENST00000301459.4	RCOR2	11	331-524	63680184	63679337	20	42.61199963	0.46935136	14.9678544	RCOR2_3
ENST00000227880.3	SLC15A3	11	1-175	60719023	60718499	16	51.54605164	0.310402048	24.51248441	SLC15A3_1
ENST00000356404.3	PITPNM1	11	845-1245	67262646	67259504	90	197.5689563	0.455537154	58.56730015	PITPNM1_2
ENST00000309328.3	SSSCA1	11	8-57	65338077	65338226	10	34.73096657	0.287927489	24.56100105	SSSCA1_2
ENST00000304771.3	MAP6	11	1-321	75379414	75319310	19	136.3669188	0.13932998	101.0141884	MAP6_1
ENST00000409406.1	RBM4	11	1-179	66407183	66411045	16	79.22244392	0.201962969	50.45385142	RBM4_1
ENST00000273550.7	FTH1	11	1-79	61734897	61732865	5	29.57248483	0.169076086	20.41786526	FTH1_1
ENST00000311481.6	RAB1B	11	1-132	66036151	66043391	13	55.52580173	0.23412539	32.5694318	RAB1B_1
ENST00000312515.2	DRAP1	11	1-87	65686973	65687865	11	37.12516319	0.296294994	18.38440812	DRAP1_1
ENST00000412278.2	RBM14-RBM4	11	1-154	66384192	66411045	20	112.6410769	0.177555121	76.19217931	RBM14-RBM4_1
ENST00000301764.7	DDB1	11	1-887	61100440	61076455	160	323.4061985	0.49473387	82.56361759	DDB1_1
ENST00000301764.7	DDB1	11	888-1141	61071507	61067608	22	96.804015	0.227263301	57.80380762	DDB1_2
ENST00000377190.3	SYVN1	11	1-332	64901072	64898241	50	132.7822816	0.376556265	51.61009482	SYVN1_1
ENST00000341318.4	KAT5	11	1-314	65479739	65482294	78	152.1709694	0.512581344	36.15231423	KAT5_1
ENST00000341318.4	KAT5	11	315-547	65482295	65486652	17	82.28319041	0.206603559	51.79545092	KAT5_2
ENST00000320580.4	PACS1	11	1-225	65837958	65983604	27	79.86285255	0.338079584	47.16411156	PACS1_1
ENST00000320580.4	PACS1	11	266-964	65983725	66010751	139	258.1775879	0.538389103	66.22487607	PACS1_3
ENST00000377387.1	SF1	11	1-467	64545864	64535620	15	126.1470199	0.118908873	97.93065297	SF1_1
ENST00000394773.2	EML3	11	217-897	62376935	62369947	165	283.9010138	0.581188485	49.79711375	EML3_2
ENST00000310442.3	ZDHHC24	11	1-76	66313474	66313247	5	23.38663939	0.213797285	14.45562582	ZDHHC24_1
ENST00000334456.5	PDE2A	11	377-942	72297167	72288428	67	218.4326104	0.306730757	104.9835712	PDE2A_2
ENST00000342711.5	CDC42BPG	11	1-51	64612041	64611889	0	17.05090857	0	17.05090857	CDC42BPG_1
ENST00000321297.5	ATG16L2	11	145-237	72533129	72533893	6	37.02454342	0.162054666	40.21122814	ATG16L2_2
ENST00000525754.1	RBM4B	11	1-76	66444550	66444323	1	31.19998895	0.032051293	29.23204025	RBM4B_1
ENST00000311034.2	NPAS4	11	1-58	66188651	66188824	5	33.27930129	0.150243539	24.03051899	NPAS4_1
ENST00000304363.4	SUV420H1	11	1-358	67957543	67934549	31	110.9220454	0.279475553	57.58578754	SUV420H1_1
ENST00000540288.1	PLCB3	11	1-868	64019122	64031536	196	376.239271	0.520945088	86.34450817	PLCB3_1
ENST00000309100.3	MAP3K11	11	382-532	65375213	65374169	14	85.7566539	0.163252638	60.04219084	MAP3K11_2
ENST00000278823.2	MTA2	11	1-294	62368922	62364109	65	111.2016516	0.584523692	22.59876786	MTA2_1
ENST00000278823.2	MTA2	11	295-414	62364004	62363236	4	32.99142152	0.121243639	41.10321735	MTA2_2
ENST00000278829.2	FADS3	11	1-294	61658853	61644986	37	99.05804892	0.37351836	38.87822825	FADS3_1
ENST00000255681.6	MACROD1	11	1-70	63933466	63933257	2	27.47073201	0.072804758	23.61634153	MACROD1_1
ENST00000228027.7	DGAT2	11	1-87	75480037	75501243	16	37.98881175	0.421176638	12.72763795	DGAT2_1
ENST00000529006.2	KDM2A	11	1-329	66888788	66995537	20	107.8401854	0.185459622	71.54937784	KDM2A_1
ENST00000529006.2	KDM2A	11	330-1163	66995538	67022526	164	328.2484144	0.499621606	82.18635778	KDM2A_2
ENST00000539216.1	KCNK4	11	271-394	64066827	64067198	33	75.15201465	0.439109985	23.64264414	KCNK4_2
ENST00000334205.4	RPS6KA4	11	1-131	64126708	64127995	9	38.64698768	0.232877141	33.06357875	RPS6KA4_1
ENST00000334205.4	RPS6KA4	11	367-773	64135631	64138952	84	195.9952968	0.428581713	81.64858444	RPS6KA4_3
ENST00000411458.1	GPR137	11	1-366	64051839	64056086	86	150.5670336	0.571174167	27.68801196	GPR137_1
ENST00000287169.3	ZDHHC5	11	1-266	57440563	57461300	57	105.0457184	0.542620879	21.97510846	ZDHHC5_1
ENST00000331597.4	P4HA3	11	1-68	74022656	74015454	4	25.46495017	0.15707865	18.09326477	P4HA3_1
ENST00000394224.3	SIPA1	11	527-798	65414084	65416820	23	85.82106236	0.267999479	45.98505038	SIPA1_2
ENST00000278412.2	SSRP1	11	1-509	57102595	57095855	62	193.0934548	0.321088045	89.00091366	SSRP1_1
ENST00000313421.7	CD6	11	1-310	60739338	60777192	44	99.19510589	0.443570271	30.71219781	CD6_1
ENST00000298229.2	INPPL1	11	395-913	71941498	71946890	121	205.1760194	0.589737535	34.53426118	INPPL1_2
ENST00000312397.5	SART1	11	1-110	65729252	65731561	13	56.76578343	0.229011197	33.74292898	SART1_1
ENST00000312397.5	SART1	11	614-801	65744220	65746501	22	79.54342359	0.27657849	41.62815038	SART1_3
ENST00000358825.5	PRDM10	11	1-953	129830859	129782115	218	392.236605	0.555786985	77.3981677	PRDM10_1
ENST00000264033.4	CBL	11	1-342	119077128	119148485	49	102.4903248	0.478093909	27.9169263	CBL_1
ENST00000263360.6	EED	11	51-442	85961374	85989567	36	117.445833	0.306524285	56.48070728	EED_2
ENST00000529750.1	GRAMD1B	11	1-224	123396857	123474184	27	74.54229981	0.362210451	30.32198197	GRAMD1B_1
ENST00000264018.4	DDX6	11	109-484	118650385	118625421	32	115.7141648	0.276543499	60.56355676	DDX6_2
ENST00000335953.4	ZBTB16	11	414-674	113935262	114121277	41	120.5452067	0.340121363	52.49018257	ZBTB16_2
ENST00000310343.9	ARHGAP32	11	226-579	128934780	128851312	40	116.5078748	0.343324433	50.2408521	ARHGAP32_2
ENST00000397801.1	ROBO3	11	1-231	124735474	124739891	46	96.2466595	0.477938666	26.23183811	ROBO3_1
ENST00000308488.6	RSF1	11	1-203	77531760	77436714	21	58.71349768	0.357669034	24.22454739	RSF1_1
ENST00000308488.6	RSF1	11	847-1175	77409708	77386118	65	114.7493668	0.566451928	21.56874206	RSF1_3
ENST00000529308.1	USP35	11	1-322	77907292	77911208	59	142.4004884	0.414324422	48.84562925	USP35_1
ENST00000361417.2	PHLDB1	11	1213-1378	118518775	118527533	38	73.38893221	0.517789248	17.06492363	PHLDB1_2
ENST00000298251.4	HEPACAM	11	311-417	124792301	124791034	3	17.95538154	0.167080827	12.45662402	HEPACAM_2
ENST00000278505.4	ENDOD1	11	1-104	94823092	94861552	18	42.03491879	0.42821541	13.74279618	ENDOD1_1
ENST00000298047.6	FAT3	11	3767-4311	92577832	92616555	155	261.8273575	0.591993142	43.58629447	FAT3_2
ENST00000298281.4	PCF11	11	1-140	82868482	82874822	10	52.6203015	0.19004072	34.52070871	PCF11_1
ENST00000278568.4	PAK1	11	1-149	77103565	77085403	10	50.52100037	0.19793749	48.64592063	PAK1_1
ENST00000278568.4	PAK1	11	246-554	77066749	77034344	29	93.65108686	0.309660047	61.30992187	PAK1_3
ENST00000397843.2	ARHGEF12	11	887-1150	120335991	120348012	27	87.55915112	0.308362971	41.88495135	ARHGEF12_2
ENST00000533871.2	IGSF9B	11	1-884	133826649	133790968	200	344.4030095	0.580715018	60.5460132	IGSF9B_1
ENST00000524794.1	NFRKB	11	557-712	129746769	129744226	31	67.36611196	0.460172023	24.6106203	NFRKB_2
ENST00000304987.3	SIK2	11	1-366	111473288	111575860	48	121.4840844	0.395113485	44.44953169	SIK2_1
ENST00000431736.2	UBE4A	11	875-1074	118260454	118267155	28	62.86313592	0.445412078	19.3346741	UBE4A_2
ENST00000292055.4	SIK3	11	1-266	116968957	116747652	35	107.4355375	0.325776748	48.83772366	SIK3_1
ENST00000336139.4	ZNF202	11	1-156	123601596	123600468	24	60.6448672	0.3957466	22.1427856	ZNF202_1
ENST00000425719.2	NTM	11	1-41	131781376	131781498	1	17.66710626	0.056602365	15.72370862	NTM_1
ENST00000534358.1	KMT2A	11	1-2111	118307228	118372400	357	677.1387581	0.527218381	151.3557202	KMT2A_1
ENST00000534358.1	KMT2A	11	3758-3973	118390458	118392887	19	85.83798063	0.221347239	52.04357817	KMT2A_3
ENST00000299164.2	ADAMTS15	11	1-388	130318869	130332055	110	203.1854983	0.541377219	42.7369924	ADAMTS15_1
ENST00000361507.4	GAB2	11	1-32	78128766	77991927	3	16.05544795	0.186852463	10.61600534	GAB2_1
ENST00000320934.3	PCSK7	11	596-666	117078686	117077397	0	15.26701272	0	30.53402544	PCSK7_2
ENST00000329758.1	TRIM49	11	1-287	89537637	89531796	1	43.77474948	0.02284422	41.7975937	TRIM49_1
ENST00000329758.1	TRIM49	11	288-453	89531795	89531298	14	42.15723923	0.332090058	18.80650003	TRIM49_2
ENST00000344327.3	TRPC6	11	416-744	101359715	101342091	50	96.75941721	0.516745568	27.49836869	TRPC6_2
ENST00000534064.1	INTS4	11	293-964	77667029	77589995	109	192.0470862	0.567569142	35.91212268	INTS4_2
ENST00000392668.4	ETS1	11	363-486	128350122	128332256	6	47.01803977	0.127610594	35.78370334	ETS1_2
ENST00000527786.2	FLI1	11	258-453	128677125	128680883	35	78.70884406	0.444676839	24.27253343	FLI1_2
ENST00000227758.2	BIRC2	11	301-332	102221580	102233627	0	8.22599309	0	16.45198618	BIRC2_2
ENST00000282499.5	GRIA4	11	358-903	105775941	105850466	71	167.4223244	0.424077256	55.53180963	GRIA4_2
ENST00000282441.5	YAP1	11	1-101	101981580	101981882	17	52.31434615	0.324958663	23.83864343	YAP1_1
ENST00000354534.6	SCN8A	12	1-734	52056602	52145209	112	244.3775691	0.458307202	89.98685004	SCN8A_1
ENST00000354534.6	SCN8A	12	735-983	52145210	52162696	6	75.19710336	0.079790308	108.0539678	SCN8A_2
ENST00000354534.6	SCN8A	12	984-1981	52162697	52201213	128	327.8157689	0.390463218	158.8836321	SCN8A_3
ENST00000396373.4	ETV6	12	320-453	12022852	12043980	10	50.1460691	0.199417426	32.14024335	ETV6_2
ENST00000293745.2	KRT72	12	1-102	52995236	52994931	21	56.34942532	0.372674608	22.17559209	KRT72_1
ENST00000293525.5	KRT86	12	1-220	52695701	52698736	32	67.96684459	0.470817796	19.03301407	KRT86_1
ENST00000381902.2	KLRC2	12	59-98	10588411	10587122	0	10.97449897	0	21.94899794	KLRC2_2
ENST00000301067.7	KMT2D	12	1345-1543	49442540	49439912	22	69.81906585	0.315100177	32.75126974	KMT2D_2
ENST00000301067.7	KMT2D	12	5030-5303	49420661	49418605	56	127.9635475	0.437624629	40.47052674	KMT2D_7
ENST00000301067.7	KMT2D	12	5304-5538	49418604	49415563	15	98.2232315	0.152713363	70.51393195	KMT2D_8
ENST00000334344.6	ARID2	12	1-444	46123620	46233113	57	147.3443121	0.386849002	55.39470514	ARID2_1
ENST00000334344.6	ARID2	12	1759-1836	46287416	46298861	4	20.14767185	0.198534105	12.94180827	ARID2_3
ENST00000301072.6	TUBA1C	12	127-450	49666039	49667010	24	118.622019	0.202323314	75.47777851	TUBA1C_2
ENST00000336023.5	TUBA1B	12	1-100	49525083	49523100	5	41.62217593	0.12012827	32.22281728	TUBA1B_1
ENST00000336023.5	TUBA1B	12	101-452	49523099	49521741	0	121.9625444	0	121.9625444	TUBA1B_2
ENST00000261168.4	ATF7IP	12	1161-1271	14650675	14651007	8	35.35419573	0.226281488	21.16444763	ATF7IP_2
ENST00000539033.1	NKG2-E	12	59-98	10588411	10587122	0	10.97449897	0	21.94899794	NKG2-E_2
ENST00000543824.1	PHC1	12	1-883	9070274	9090445	129	232.7737492	0.554186202	46.26376929	PHC1_1
ENST00000543824.1	PHC1	12	884-1005	9090446	9092055	4	34.21322019	0.116913871	26.68087567	PHC1_2
ENST00000543909.1	SLC2A14	12	250-521	7980276	7966912	40	91.76822727	0.435880709	29.20345565	SLC2A14_2
ENST00000256078.4	KRAS	12	1-107	25398318	25378677	6	28.56811807	0.210024335	17.82826408	KRAS_1
ENST00000347598.4	CACNA1C	12	1-1718	2162729	2786952	238	599.4898589	0.397004214	217.9768618	CACNA1C_1
ENST00000315939.6	WNK1	12	1-236	862732	863439	69	122.8447731	0.56168446	23.6010008	WNK1_1
ENST00000315939.6	WNK1	12	237-540	863440	968630	14	104.4546367	0.134029474	78.33104931	WNK1_2
ENST00000311268.3	GPR162	12	1-354	6933065	6935365	72	158.5933091	0.45399141	47.28069058	GPR162_1
ENST00000320756.2	MAGOHB	12	1-51	10766131	10763221	4	22.28614175	0.179483737	15.0040767	MAGOHB_1
ENST00000381340.3	ITPR2	12	1-611	26985714	26812099	99	198.8711839	0.497809678	50.15434201	ITPR2_1
ENST00000381340.3	ITPR2	12	2304-2702	26580881	26492330	69	129.76811	0.531717692	28.4566308	ITPR2_3
ENST00000330722.6	KRT6A	12	1-129	52886972	52886586	6	53.92976287	0.11125582	42.59729779	KRT6A_1
ENST00000267082.5	ITGB7	12	65-189	53594035	53591284	19	51.00369099	0.372522059	26.4839391	ITGB7_2
ENST00000609686.1	GRIN2B	12	1-1112	14019142	13716836	135	405.0893278	0.333259829	180.0794047	GRIN2B_1
ENST00000280871.4	SLC2A13	12	1-195	40499610	40441984	29	67.05180126	0.432501431	21.59434276	SLC2A13_1
ENST00000261200.4	ABCC9	12	1-484	22089608	22061014	81	151.5458976	0.534491539	39.60861583	ABCC9_1
ENST00000261200.4	ABCC9	12	485-605	22061013	22040856	3	32.18357386	0.093215254	44.1300843	ABCC9_2
ENST00000538872.1	IQSEC3	12	1-179	176049	176585	5	64.24186835	0.077830862	54.63102266	IQSEC3_1
ENST00000004980.5	SENP1	12	331-645	48465454	48439105	46	90.15805331	0.510215098	21.62794781	SENP1_2
ENST00000261900.3	CCNT1	12	1-262	49110458	49088211	37	85.74955451	0.431489122	27.71465203	CCNT1_1
ENST00000396400.3	PRH2	12	12-167	11081906	11083661	7	48.16085751	0.145346249	35.17828126	PRH2_2
ENST00000382622.3	PRMT8	12	56-71	3649862	3649909	0	6.535019849	0	13.0700397	PRMT8_2
ENST00000382622.3	PRMT8	12	72-395	3649910	3702348	34	118.8629945	0.28604361	84.61644106	PRMT8_3
ENST00000356654.4	ATN1	12	658-1191	7046402	7050943	103	235.7709545	0.436864669	74.76801543	ATN1_2
ENST00000380518.3	COL2A1	12	180-915	48390402	48372530	135	245.4005273	0.550121067	59.44449092	COL2A1_2
ENST00000203630.5	MLF2	12	94-249	6859462	6857961	30	85.60086455	0.35046375	36.11477705	MLF2_2
ENST00000262056.9	EIF4B	12	1-493	53400268	53431365	103	210.6961825	0.488855559	55.04830503	EIF4B_1
ENST00000425354.2	RARG	12	1-217	53621329	53608005	46	83.94942873	0.547948934	20.55412471	RARG_1
ENST00000425354.2	RARG	12	218-336	53608004	53607290	4	47.21994498	0.084709967	66.69171391	RARG_2
ENST00000451604.2	SOX5	12	536-662	23696310	23689389	10	54.06440949	0.184964565	54.37699876	SOX5_2
ENST00000261167.2	WBP11	12	1-77	14954317	14949897	0	26.0458664	0	26.0458664	WBP11_1
ENST00000298910.7	LRRK2	12	1898-2150	40722197	40745409	44	76.84719802	0.572564793	16.62301104	LRRK2_2
ENST00000429027.2	PLEKHA5	12	1-284	19282734	19427456	51	92.23891624	0.55291196	18.43742622	PLEKHA5_1
ENST00000257981.6	KCNH3	12	1-730	49933200	49949456	133	360.5375508	0.368893614	143.6004014	KCNH3_1
ENST00000333957.4	C2CD5	12	1-85	22697084	22680749	7	29.87881142	0.234279734	17.51876956	C2CD5_1
ENST00000261405.5	VWF	12	1036-1081	6135074	6132933	0	10.94752839	0	21.89505677	VWF_2
ENST00000252250.6	KRT6C	12	1-182	52867521	52866059	9	61.37214091	0.146646343	44.69195799	KRT6C_1
ENST00000316299.5	PRKAG1	12	84-134	49399245	49398782	1	14.90209006	0.067104681	22.40117716	PRKAG1_2
ENST00000257934.4	ESPL1	12	1601-2121	53682966	53687258	99	186.0750897	0.532043274	49.20615024	ESPL1_3
ENST00000080059.7	HDAC7	12	678-992	48183655	48177624	60	111.7367292	0.53697652	23.95532042	HDAC7_2
ENST00000252252.3	KRT6B	12	1-181	52845862	52844402	9	75.19982338	0.119681132	58.27695357	KRT6B_1
ENST00000256079.4	IPO8	12	1-105	30848581	30837243	18	48.2585984	0.372990526	18.97242787	IPO8_1
ENST00000456013.1	PTPN6	12	1-451	7060676	7067228	101	195.6236938	0.516297377	45.76972888	PTPN6_1
ENST00000456013.1	PTPN6	12	452-527	7067229	7069402	3	37.63122062	0.079721039	31.87038373	PTPN6_2
ENST00000549701.1	DNM1L	12	1-507	32832298	32886723	64	168.4322641	0.379974706	64.7506453	DNM1L_1
ENST00000357008.2	CHD4	12	148-709	6710929	6703811	98	208.5345229	0.469946168	58.58924739	CHD4_2
ENST00000357008.2	CHD4	12	710-1504	6703810	6691306	39	300.1286526	0.129944274	227.1964793	CHD4_3
