transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000311445.6	CNIH2	11	6	66045927	66051068	483	161	.	18	59.22180157	0.303942121	28.69275976	1	2.619030798	0.894540207
ENST00000311181.4	B3GNT1	11	2	66113519	66115016	1248	416	.	100	196.472886	0.508976083	47.37049436	1	3.368605928	0.159379727
ENST00000320740.7	PELI3	11	7	66235599	66243638	1410	470	.	129	230.0933963	0.560641905	44.41620205	1	3.262586684	0.027343382
ENST00000301488.3	CDK2AP2	11	4	67274415	67275553	381	127	.	19	49.73475535	0.38202661	18.99326095	1	2.129955054	0.256474774
ENST00000227507.2	CCND1	11	5	69456081	69466050	888	296	.	79	132.3214132	0.597031108	21.48687079	1	2.265719913	0.238186362
ENST00000168712.1	FGF4	11	3	69588076	69589852	621	207	.	39	73.90609374	0.527696676	16.4862641	1	1.982884788	0.750215678
ENST00000227618.4	ANAPC15	11	4	71820926	71822322	366	122	.	22	40.38795417	0.544716871	8.371725318	1	1.415219675	0.564413605
ENST00000310653.6	RAB6A	11	8	73388942	73471680	627	209	.	25	71.16843236	0.351279341	29.95041588	1	2.66403067	0.87776086
ENST00000263672.6	SPCS2	11	5	74660330	74688088	681	227	"1,2"	20	46.60004812	0.429184106	15.18373024	1	1.907220732	0.725113281
ENST00000420843.2	ARRB1	11	16	74977206	75062651	1257	419	.	99	172.6819217	0.573308422	31.43945546	1	2.741719832	0.986801821
ENST00000278572.6	RPS3	11	6	75110591	75115909	780	260	.	27	92.52916643	0.291799884	46.40776328	1	3.332052293	0.957385986
ENST00000329203.3	FAM181B	11	1	82443490	82444771	1281	427	.	87	160.6488933	0.541553684	33.76406378	1	2.842129448	0.216567008
ENST00000533486.1	RAB30	11	4	82693206	82708358	612	204	.	34	63.54408179	0.53506163	13.73617722	1	1.812413392	0.95912396
ENST00000527447.1	CREBZF	11	1	85374854	85375919	1065	355	.	121	203.3901025	0.594915871	33.37492293	1	2.825703407	0.036661649
ENST00000418177.2	GRM5	11	9	88241759	88781040	3639	1213	.	234	423.8528737	0.552078361	85.03921026	1	4.511805415	0.985984068
ENST00000448984.1	TRIM49C	11	6	89768379	89774718	1359	453	"3,5"	7	72.23107756	0.096911194	58.90945592	1	3.747650731	0.161108014
ENST00000358752.2	FUT4	11	1	94277299	94278892	1593	531	.	146	273.0263331	0.534746954	59.0993884	1	3.760175725	0.055379992
ENST00000279839.6	CWC15	11	7	94696549	94705349	687	229	.	21	51.99257507	0.403903826	18.47455542	1	2.096044861	0.900277212
ENST00000536441.1	SESN3	11	10	94906418	94964024	1479	493	.	97	162.6557322	0.596351562	26.50183376	1	2.517872065	0.994296083
ENST00000260247.5	DCUN1D5	11	8	102933087	102962601	714	238	.	39	68.09938189	0.572692423	12.43438638	1	1.724524989	0.97199487
ENST00000393094.2	CUL5	11	19	107880074	107975111	2343	781	.	82	221.0442666	0.370966419	87.46351293	1	4.57234434	0.999964792
ENST00000362072.3	DRD2	11	7	113281448	113295373	1332	444	.	103	196.7374706	0.523540328	44.66212446	1	3.26732025	0.733263889
ENST00000313005.6	BACE1	11	9	117160281	117186511	1506	502	.	112	191.556022	0.584685351	33.0407813	1	2.815172565	0.944278809
ENST00000292174.4	CXCR5	11	2	118754650	118765372	1119	373	.	90	163.180909	0.551535106	32.81906861	1	2.802112377	0.16025379
ENST00000527673.1	RPS25	11	4	118886554	118888994	378	126	.	13	38.39189642	0.338613124	16.79386704	1	2.004433824	0.809686936
ENST00000530167.1	H2AFX	11	1	118965672	118966104	432	144	.	20	96.57011668	0.207103405	60.71218478	1	3.81113566	0.6204105
ENST00000445041.2	C1QTNF5	11	2	119210040	119211107	732	244	1	34	87.42296201	0.388913842	32.64603263	1	2.790289438	0.830646789
ENST00000422003.2	TBCEL	11	7	120916399	120957805	1275	425	.	72	130.0604954	0.553588542	25.91887041	1	2.489707944	0.971498209
ENST00000284292.6	NRGN	11	2	124609980	124615620	237	79	.	7	44.02046543	0.159016947	31.13358406	1	2.732663104	0.536942023
ENST00000239614.4	MSANTD2	11	4	124637071	124670276	1524	508	.	95	175.4097516	0.541589046	36.86071093	1	2.970312484	0.709971707
ENST00000392708.4	STT3A	11	17	125465810	125490705	2118	706	.	135	248.8003701	0.542603695	52.05186884	1	3.528359888	0.978952343
ENST00000524964.1	RP11-712L6.5	11	2	126164363	126174160	192	64	2	2	9.188994169	0.217651678	5.624297525	1	1.262646093	0.402528095
ENST00000331898.7	OPCML	11	7	132290086	132812987	1038	346	.	71	132.3696198	0.536376852	28.45237629	1	2.609009173	0.578155981
ENST00000281187.5	VPS26B	11	6	134095016	134115484	1011	337	.	74	156.7659632	0.472041242	43.69701511	1	3.233923652	0.970719438
ENST00000524765.1	B3GAT1	11	4	134251831	134257553	1005	335	.	86	174.3554985	0.493245127	44.77457941	1	3.272456393	0.789152807
ENST00000339235.3	FBXL14	12	2	1675913	1703232	1257	419	.	66	211.645959	0.311841532	100.2275001	1	4.896772273	0.405270086
ENST00000357103.4	ADIPOR2	12	7	1863509	1895238	1161	387	.	62	124.3475703	0.498602424	31.26092061	1	2.734749017	0.810597984
ENST00000261254.3	CCND2	12	5	4383206	4409175	870	290	.	56	128.1922013	0.436844047	40.6554679	1	3.118716885	0.949000818
ENST00000433855.1	KCNA6	12	1	4919207	4920797	1590	530	.	97	250.6933884	0.386926838	94.22529163	1	4.747885347	0.961132595
ENST00000382545.3	KCNA1	12	1	5020544	5022032	1488	496	.	81	234.7841191	0.344997781	100.7289393	1	4.909005336	0.051801456
ENST00000423158.3	NTF3	12	2	5541490	5604154	813	271	.	64	127.4217238	0.502269143	31.56694894	1	2.748104115	0.854440385
ENST00000396807.4	ING4	12	8	6760360	6772267	750	250	.	55	94.03980022	0.58485875	16.20703147	1	1.968758575	0.052101924
ENST00000543155.1	COPS7A	12	7	6833822	6840205	828	276	.	61	107.4932409	0.567477541	20.1093709	1	2.192899358	0.922072581
ENST00000309083.6	PTMS	12	5	6875871	6879608	309	103	1	15	28.74730395	0.521788061	6.574124875	1	1.251328923	0.778967638
ENST00000229268.8	USP5	12	20	6961343	6975241	2577	859	.	197	339.3778733	0.580473907	59.73123297	1	3.779707681	0.996309625
ENST00000535923.1	PHB2	12	10	7074847	7079706	900	300	.	65	115.2168113	0.564153783	21.88680721	1	2.281667155	0.075835362
ENST00000261407.4	LPCAT3	12	12	7086307	7125728	1464	488	.	90	154.5132734	0.58247423	26.93595414	1	2.53599161	0.980678849
ENST00000229307.4	NANOG	12	4	7942210	7947691	918	306	.	36	71.36436557	0.504453444	17.52468956	1	2.050049719	0.911618852
ENST00000359286.4	ZNF705A	12	5	8325221	8330179	903	301	.	22	82.27574274	0.267393514	44.15840006	1	3.258301138	0.05247837
ENST00000229335.6	AICDA	12	5	8756879	8765363	597	199	.	54	102.0194005	0.529311089	22.60219929	1	2.324194477	0.001255502
ENST00000357529.3	RIMKLB	12	5	8866462	8926380	1161	387	.	74	149.039784	0.496511723	37.78165152	1	3.006470704	0.911252634
ENST00000428168.2	PRH1	12	4	11034833	11036816	501	167	.	19	50.82106046	0.373860754	19.92441479	1	2.183278779	0.284195071
ENST00000228865.2	CREBL2	12	4	12765106	12794932	363	121	.	19	36.58315666	0.519364695	8.451085866	1	1.420879903	0.623023672
ENST00000544848.1	H2AFJ	12	1	14927404	14927794	390	130	.	33	78.46263957	0.420582333	26.34185656	1	2.510381219	0.765927442
ENST00000419869.2	STRAP	12	10	16035641	16055912	1053	351	.	60	104.0564096	0.576610323	18.65302901	1	2.110404524	0.701829616
ENST00000540445.1	LMO3	12	4	16704155	16753794	504	168	2	15	46.29343732	0.324020009	21.15373747	1	2.252344294	0.434209084
ENST00000398864.3	AEBP2	12	9	19592633	19671654	1554	518	9	54	146.0808087	0.369658414	58.04236304	1	3.737400738	0.950982696
ENST00000240662.2	KCNJ8	12	2	21918656	21926550	1275	425	.	63	156.8209405	0.401732063	56.13006048	1	3.664494681	0.256769968
ENST00000229329.2	CMAS	12	8	22199237	22218245	1305	435	.	73	138.6193288	0.526622085	31.06274103	1	2.725659033	0.472364311
ENST00000389032.3	STK38L	12	13	27450653	27475388	1395	465	.	68	140.7452402	0.483142449	37.59892674	1	2.999339898	0.965893632
ENST00000381271.2	KLHL42	12	3	27933263	27951099	1518	506	.	123	216.8945879	0.567095755	40.64736575	1	3.118286507	0.438781824
ENST00000337682.4	FAM60A	12	5	31435645	31451138	666	222	.	33	65.2426048	0.505804452	15.93415173	1	1.950575725	0.93695984
ENST00000442791.3	YAF2	12	5	42554390	42631982	615	205	3	25	51.11367318	0.489105917	13.34132111	1	1.746787218	0.842513636
ENST00000398092.4	RP11-302B13.5	12	4	49297442	49334878	633	211	.	27	81.13394754	0.332783019	36.11908905	1	2.939577528	0.630270461
ENST00000256682.4	ARF3	12	4	49332729	49334878	546	182	.	19	70.78405859	0.26842202	37.88407697	1	3.010543372	0.622731324
ENST00000266991.2	DHH	12	3	49483641	49488295	1191	397	.	89	204.7533069	0.434669414	65.43888481	1	3.960981316	0.259714235
ENST00000301071.7	TUBA1A	12	4	49578792	49582762	1356	452	.	1	164.2624504	0.006087819	162.2685382	1	6.230654982	0.836535571
ENST00000228468.4	ASIC1	12	11	50452549	50475432	1725	575	.	125	221.7151203	0.563786538	42.18843748	1	3.175829506	0.988325492
ENST00000394963.4	SMARCD1	12	13	50479152	50492783	1548	516	.	74	183.5495443	0.403160903	65.38345108	1	3.953433302	0.9995273
ENST00000257915.5	TFCP2	12	15	51489023	51566205	1509	503	.	81	154.2176797	0.525231609	34.76144002	1	2.884003331	0.000102419
ENST00000453097.2	SLC4A8	12	25	51818771	51901222	3282	1094	.	202	339.861022	0.594360597	55.92186266	1	3.650525946	0.999867374
ENST00000541224.1	ACVR1B	12	10	52345527	52387894	1641	547	5	85	199.8542038	0.425310043	66.00555745	1	3.972972912	0.998904331
ENST00000301463.4	SPRYD3	12	11	53459615	53473117	1329	443	.	94	173.0645746	0.543149863	36.12066172	1	2.938092678	0.946942478
ENST00000429243.2	PRR13	12	3	53836498	53839843	447	149	.	17	32.59391278	0.521569783	7.460599081	1	1.353627788	0.634332002
ENST00000359462.5	PCBP2	12	14	53848584	53873226	1101	367	.	29	136.5550716	0.212368531	84.71375897	1	4.501383465	0.98703033
ENST00000266987.2	TARBP2	12	9	53895192	53899932	1101	367	.	72	133.893303	0.537741607	28.61069876	1	2.619640922	0.446803724
ENST00000243056.3	HOXC13	12	2	54332690	54339040	993	331	.	83	148.6220823	0.558463444	28.97454821	1	2.631979594	0.379358816
ENST00000243103.3	HOXC12	12	2	54348713	54350350	849	283	.	81	141.9074759	0.570794453	26.14182653	1	2.486840848	1.89E-09
ENST00000303450.4	HOXC9	12	2	54393972	54396458	783	261	.	78	147.7443054	0.52793913	32.9235575	1	2.804061739	0.128099662
ENST00000243108.4	HOXC6	12	2	54422305	54423746	708	236	.	63	119.7634539	0.526036933	26.90378069	1	2.537016853	0.907689925
ENST00000209875.4	CBX5	12	4	54635538	54651434	576	192	.	20	55.96803122	0.357346856	23.11496834	1	2.351598235	0.835000939
ENST00000338010.5	ZNF385A	12	8	54764039	54785028	1161	387	1	70	122.9132822	0.569507207	22.77878666	1	2.307937292	0.848554694
ENST00000257868.5	GDF11	12	3	56137100	56143666	1224	408	.	64	189.9251574	0.336974842	83.49154733	1	4.470082075	0.963838119
ENST00000408946.2	WIBG	12	3	56295655	56321545	615	205	.	38	66.90215022	0.567993702	12.48591091	1	1.723766675	0.862135667
ENST00000266970.4	CDK2	12	7	56360792	56365409	897	299	.	40	103.6033728	0.386087817	39.04688548	1	3.055714573	0.958299189
ENST00000356464.5	RPS26	12	4	56435950	56437938	348	116	.	10	59.56299882	0.167889465	41.24189347	1	3.141129134	0.753342825
ENST00000303305.6	PA2G4	12	13	56498521	56506672	1185	395	.	40	131.3171635	0.304606031	63.5014047	1	3.897094201	0.998000991
ENST00000546591.1	RPL41	12	3	56510571	56511308	78	26	.	4	7.663807046	0.521933809	1.75154228	1	0.644516394	0.041529599
ENST00000257940.2	ZC3H10	12	1	56514346	56515651	1305	435	.	91	166.2902181	0.547236037	34.08869752	1	2.855758978	0.792020464
ENST00000345093.4	RNF41	12	5	56600230	56607831	954	318	.	42	140.1210782	0.299740771	68.71019057	1	4.054404698	0.856083577
ENST00000380198.2	NABP2	12	6	56618640	56622997	636	212	.	43	78.10121916	0.55056759	15.77562553	1	1.942718225	0.956804648
ENST00000267116.7	ANKRD52	12	28	56636925	56652053	3231	1077	.	196	372.5063334	0.52616555	83.63478134	1	4.466703676	0.999987967
ENST00000262033.6	PTGES3	12	8	57058262	57081783	483	161	.	27	46.69426666	0.578229447	8.306461735	1	1.407700749	0.87136585
ENST00000300131.3	NAB2	12	7	57483054	57488504	1578	526	.	97	196.0184206	0.494851452	50.0190114	1	3.460545227	0.987535198
ENST00000349394.5	NXPH4	12	2	57610752	57619530	927	309	.	75	149.9251788	0.500249529	37.44389342	1	2.991629566	0.462095794
ENST00000542466.2	AGAP2-AS1	12	1	58120775	58121582	807	269	.	59	121.9218207	0.483916658	32.4729035	1	2.787256451	0.042344909
ENST00000299178.2	AVPR1A	12	2	63541138	63544616	1257	419	.	137	228.8942224	0.598529743	36.89279712	1	2.970893951	1.29E-05
ENST00000403681.2	HMGA2	12	5	66219050	66357072	330	110	.	11	27.59254337	0.398658429	9.977786093	1	1.544619248	0.733852104
ENST00000250559.9	RAP1B	12	6	69042504	69050967	555	185	.	8	56.35141596	0.141966264	41.48714607	1	3.149789557	0.936825076
ENST00000435070.2	CPSF6	12	9	69633426	69656339	1656	552	.	79	206.9875005	0.381665559	79.13907962	1	4.350900364	0.99911368
ENST00000247843.2	YEATS4	12	7	69753752	69784096	684	228	.	26	67.01222693	0.387988897	25.09993824	1	2.450629336	0.098738789
ENST00000229195.3	CNOT2	12	15	70672006	70747695	1623	541	.	71	167.8718695	0.422941617	55.90072431	1	3.657002657	0.999868597
ENST00000258111.4	KCNMB4	12	3	70760514	70824433	633	211	.	36	90.72410242	0.396807453	33.00917072	1	2.81017798	0.829402296
ENST00000549446.1	KCNC2	12	4	75436884	75601763	1917	639	.	128	246.978611	0.518263502	57.31633936	1	3.701222896	0.003596818
ENST00000279488.7	DUSP6	12	3	89743030	89745816	1146	382	.	99	172.0948013	0.575264327	31.04596964	1	2.723038625	0.911205141
ENST00000256015.3	BTG1	12	2	92537855	92539311	516	172	.	40	67.46750878	0.592877975	11.18262779	1	1.635642687	0.483157589
ENST00000318066.2	UBE2N	12	4	93803814	93835660	459	153	.	7	54.80965013	0.127714736	41.70365328	1	3.159309313	0.787720768
ENST00000266735.5	SNRPF	12	4	96252851	96259849	261	87	.	7	22.81912534	0.306760224	10.96644691	1	1.619666238	0.734661648
ENST00000261636.8	ARL1	12	6	101789417	101801423	546	182	.	16	47.36009975	0.337837126	20.76549377	1	2.227947189	0.480262743
ENST00000258534.8	DRAM1	12	7	102271567	102315038	717	239	.	42	76.3337845	0.550215089	15.44281822	1	1.924181787	0.080700077
ENST00000307046.8	IGF1	12	4	102811595	102874159	588	196	.	39	72.79272924	0.535767795	15.68767322	1	1.937295276	0.469523496
ENST00000266744.3	ASCL1	12	1	103352022	103352733	711	237	.	51	122.7282327	0.415552305	41.92140024	1	3.166898848	0.36473946
ENST00000229330.4	HCFC2	12	15	104458338	104497051	2379	793	.	125	237.9712711	0.52527349	53.63045727	1	3.582093827	0.994468276
ENST00000240055.3	NFYB	12	7	104513514	104529231	624	208	.	28	59.72983314	0.468777469	16.85560227	1	2.008020818	0.003273758
ENST00000455511.3	ANAPC7	12	11	110811948	110841534	1800	600	.	113	190.1524752	0.594259948	31.30384932	1	2.735325021	0.99925787
ENST00000354300.3	PPTC7	12	6	110974841	111020836	915	305	.	33	107.2502104	0.307691704	51.40403663	1	3.48667787	0.354852283
ENST00000340766.5	PPP1CC	12	8	111157938	111180512	1014	338	.	27	100.276937	0.269254335	53.54680406	1	3.579799271	0.944905081
ENST00000424576.2	RPL6	12	6	112843027	112846460	867	289	.	51	98.77848847	0.516306746	23.11013254	1	2.350879877	0.988288271
ENST00000351677.2	PTPN11	12	15	112856915	112942568	1782	594	1	108	209.627836	0.515198754	49.26930147	1	3.433309381	0.999877231
ENST00000339824.5	KSR2	12	20	117905003	118406060	2853	951	.	238	401.1292578	0.593324958	66.3405978	1	3.980770254	0.999946625
ENST00000229340.5	RAB35	12	6	120535048	120554454	606	202	1	29	92.20528955	0.314515579	43.32624133	1	3.18338905	0.979782361
ENST00000551150.1	RPLP0	12	7	120634575	120638586	954	318	.	64	107.6951515	0.594270021	17.7284329	1	2.05949113	0.978691783
ENST00000257552.2	MSI1	12	14	120783393	120806894	1089	363	1	68	138.0894343	0.492434489	35.57497951	1	2.919626897	0.997146451
ENST00000229390.3	SRSF9	12	4	120899821	120907412	666	222	.	43	110.2470902	0.39003297	41.01850787	1	3.132795308	0.819638672
ENST00000392509.2	DYNLL1	12	2	120934224	120936013	270	90	.	7	33.49386841	0.208993476	20.95682275	1	2.238390228	0.696580483
ENST00000316803.3	CABP1	12	6	121078488	121104703	1113	371	1	20	57.84109192	0.345774939	24.75659069	1	2.434889193	0.994401234
ENST00000228506.3	MLEC	12	5	121125099	121134348	879	293	.	50	115.032951	0.434658066	36.76585431	1	2.965911546	0.470920638
ENST00000353487.2	SPPL3	12	11	121202801	121341670	1155	385	.	50	124.5377746	0.401484611	44.61200518	1	3.267180027	0.907785634
ENST00000267197.5	SETD1B	12	17	122242643	122268145	5772	1924	"1,2,3,4,5,6,7,8,10,11,12,13,14,17"	5	19.01290015	0.262979343	10.32779687	1	1.570679189	0.022456316
ENST00000328880.5	HCAR2	12	1	123186738	123187830	1092	364	.	82	144.0795243	0.569130141	26.74819589	1	2.529671602	0.020109273
ENST00000261692.2	CDK2AP1	12	4	123746282	123756165	348	116	.	22	50.33615217	0.437061616	15.95150772	1	1.914904688	0.742361028
ENST00000262225.3	TMED2	12	4	124069183	124081276	606	202	.	30	75.39267647	0.397916633	27.33017547	1	2.556509594	0.797679588
ENST00000539644.1	ZNF664	12	1	124496691	124497477	786	262	.	33	73.75909897	0.447402428	22.52337911	1	2.321310525	0.001626794
ENST00000536769.1	UBC	12	1	125396259	125398317	2058	686	.	44	242.0523519	0.181778858	162.0506216	1	6.226468283	0.704156667
ENST00000341446.8	BRI3BP	12	3	125478336	125509976	756	252	.	69	115.0430912	0.599775261	18.42758416	1	2.103027072	0.125132505
ENST00000543796.1	RAN	12	6	131357138	131360471	651	217	.	5	69.63742757	0.07180047	59.99642992	1	3.788895921	0.955937968
ENST00000241125.3	GJA3	13	1	20716119	20717427	1308	436	.	83	177.4882027	0.467636715	50.30205004	1	3.469039946	0.000279889
ENST00000255305.6	XPO4	13	23	21357860	21476877	3456	1152	.	185	321.3504349	0.575695502	57.85410283	1	3.717715371	0.999999613
ENST00000382353.5	FGF9	13	3	22246051	22275574	627	209	.	43	76.3552819	0.56315685	14.57102643	1	1.86707423	0.91071591
ENST00000382137.3	C1QTNF9B	13	3	24465427	24471125	1002	334	.	46	107.2364652	0.428958563	34.96855913	1	2.892381127	0.040010474
ENST00000422229.2	AL359736.1	13	1	24895263	24895566	303	101	.	2	26.62711178	0.075111413	22.77733461	1	2.334360176	0.481334587
ENST00000381527.3	CDK8	13	13	26828778	26978218	1395	465	.	43	144.2193876	0.298156862	71.04013261	1	4.122229517	0.946653349
ENST00000405846.3	GPR12	13	1	27332959	27333964	1005	335	.	74	136.8901251	0.540579534	28.89301063	1	2.629133883	0.852043162
ENST00000282344.6	USP12	13	9	27643419	27745776	1113	371	.	51	117.302731	0.434772486	37.4761278	1	2.992629819	0.794991969
ENST00000311549.6	RPL21	13	5	27827913	27830662	483	161	.	18	45.3175774	0.397196872	16.4671211	1	1.984435167	0.920443069
ENST00000302945.2	GSX1	13	2	28366827	28368085	795	265	.	63	112.7729593	0.558644558	21.96756649	1	2.295193459	0.07955641
ENST00000381033.4	PDX1	13	2	28494275	28498838	852	284	.	58	131.0583316	0.442551033	40.72629151	1	3.127338394	0.522915816
ENST00000381020.7	CDX2	13	3	28537251	28543143	942	314	.	75	126.3072347	0.593790214	20.84150082	1	2.234810621	0.553145867
ENST00000379919.4	MAB21L1	13	1	36049195	36050275	1080	360	.	95	161.4193462	0.588529208	27.32962098	1	2.557013475	0.367416502
ENST00000255476.2	RFXAP	13	3	37393494	37401890	819	273	.	38	82.10673703	0.462812205	23.69360081	1	2.387256066	0.439791637
ENST00000379485.1	KBTBD6	13	1	41704622	41706647	2025	675	.	116	263.792986	0.439738758	82.80268192	1	4.45080617	0.93481936
ENST00000379483.3	KBTBD7	13	1	41766338	41768393	2055	685	.	158	265.6818208	0.594696316	43.6438387	1	3.231304506	0.223860925
ENST00000261667.3	KPNA3	13	17	50275935	50366642	1566	522	.	64	146.8557707	0.435801737	46.74708185	1	3.34257476	0.809823934
ENST00000400393.3	DLEU7	13	2	51287352	51417782	483	161	.	27	52.73189009	0.512024127	12.55654153	1	1.740387693	0.031020475
ENST00000453638.2	AL445989.1	13	1	64320933	64321323	390	130	.	15	33.83502215	0.443327625	10.48493652	1	1.583795943	0.172745644
ENST00000377474.2	KCTD12	13	1	77459305	77460283	978	326	.	71	163.2630029	0.434881135	52.13956351	1	3.531832832	0.353531089
ENST00000355619.5	FBXL3	13	4	77581279	77595995	1287	429	.	64	132.3322142	0.483631294	35.28461703	1	2.905421322	0.251434579
ENST00000345429.6	MBNL2	13	8	97928489	98043590	1104	368	.	71	145.8193417	0.486903858	38.38951556	1	3.03056097	0.900896117
ENST00000245304.4	RAP2A	13	2	98086724	98116696	552	184	.	18	87.39089003	0.205971126	55.0983703	1	3.63066245	0.717339657
ENST00000376387.4	TM9SF2	13	17	100153860	100215012	1992	664	.	132	226.3189201	0.583247746	39.30762254	1	3.066084044	0.99992836
ENST00000376131.4	FGF14	13	5	102375180	103054028	759	253	.	40	76.23154513	0.524717162	17.2202316	1	2.029719661	0.724525963
ENST00000400198.3	ARGLU1	13	4	107196343	107220267	822	274	.	36	161.4067556	0.223038992	97.43615932	1	4.828184149	0.992267193
ENST00000550708.1	OR11H12	14	1	19377593	19378574	981	327	.	7	68.47330932	0.102229614	55.18891662	1	3.633644254	0.79839868
ENST00000551509.1	POTEM	14	10	19990547	20020220	1527	509	"2,3,4,6,8,9,10"	6	66.543767	0.090166221	55.08476432	1	3.624477626	0.784476802
ENST00000360947.3	ZNF219	14	4	21558694	21561750	2169	723	.	160	296.2972931	0.539998183	62.69700245	1	3.875336061	0.988717808
ENST00000324366.8	PRMT5	14	17	23390112	23398570	1914	638	.	135	234.6664213	0.575284692	42.32985476	1	3.181742033	0.994806433
ENST00000557008.1	BCL2L2-PABPN1	14	7	23776976	23794495	1002	334	.	75	135.0422909	0.555381574	26.69590889	1	2.525617777	0.42596845
ENST00000216727.4	PABPN1	14	7	23790678	23794495	921	307	.	42	86.40121475	0.486104277	22.81759437	1	2.33989555	0.599824569
ENST00000250495.5	NEDD8	14	4	24686332	24701473	246	82	.	5	24.88890098	0.20089276	15.89336478	1	1.948175814	0.429440681
ENST00000396789.4	LTB4R	14	1	24784857	24785916	1059	353	.	99	200.8699601	0.492856174	51.6627213	1	3.515646649	0.677367973
ENST00000539517.2	NOVA1	14	5	26917164	27066642	1524	508	.	85	144.2535278	0.589240356	24.33895801	1	2.394678995	0.977721706
ENST00000356141.4	NPAS3	14	12	33408522	34270315	2802	934	2	214	394.6655014	0.542231331	82.70300613	1	4.448033319	0.98054867
ENST00000250457.3	EGLN3	14	5	34395096	34419958	720	240	.	42	107.1887524	0.391832157	39.64570293	1	3.079031545	0.002641336
ENST00000556994.1	SRP54	14	15	35465915	35498358	1515	505	.	61	143.9909068	0.423637863	47.83281639	1	3.381439713	0.996689717
ENST00000307138.6	RALGAPA1	14	40	36008747	36278041	6252	2084	.	334	569.6375615	0.586337739	97.47436638	1	4.822883039	0.999999978
ENST00000267377.2	SSTR1	14	1	38678594	38679770	1176	392	.	120	216.0491178	0.555429252	42.70062811	1	3.196199315	0.829919497
ENST00000396020.3	RPS29	14	3	50044529	50053064	204	68	.	12	36.07311972	0.332657671	16.06501178	1	1.96008496	0.34940701
ENST00000298289.6	RPL36AL	14	1	50085501	50085822	321	107	.	16	33.75310929	0.474030403	9.337595735	1	1.494631044	0.041833199
ENST00000298316.5	ARF6	14	1	50360454	50360982	528	176	.	11	85.46697817	0.128704679	64.88272964	1	3.939862052	0.600609559
ENST00000298355.3	TRIM9	14	10	51444008	51561657	2133	711	.	150	294.7148427	0.508966561	71.05982689	1	4.124643706	0.987914428
ENST00000335281.4	GNG2	14	2	52417396	52433405	216	72	.	9	22.63373195	0.39763659	8.212461264	1	1.401693606	0.523770491
ENST00000245457.5	PTGER2	14	2	52781266	52794172	1077	359	.	107	183.8949301	0.581853996	32.15330772	1	2.773506368	0.105022888
ENST00000216416.4	CNIH1	14	5	54894531	54908045	435	145	.	16	27.96719512	0.572098844	5.120776623	1	1.108229518	0.84399372
ENST00000491895.2	GCH1	14	6	55310734	55369381	753	251	.	41	100.7451496	0.406967483	35.43081645	1	2.909625979	0.942485933
ENST00000327720.5	SIX6	14	2	60976116	60977970	741	247	.	60	123.1698042	0.487132381	32.39774704	1	2.782440043	0.757754035
ENST00000337537.3	PPP2R5E	14	13	63842726	64006403	1404	468	.	48	144.3545172	0.332514707	64.31522313	1	3.921801465	0.999433464
ENST00000394712.2	ZBTB1	14	1	64988222	64990364	2142	714	.	114	201.8511076	0.564772724	38.23519823	1	3.024464438	0.973423964
ENST00000358664.4	MAX	14	5	65543193	65569057	483	161	.	29	67.23799636	0.43130375	21.74580512	1	2.280647232	0.951898293
ENST00000256383.4	EIF2S1	14	7	67831484	67850157	948	316	.	40	98.05335024	0.407941186	34.37099769	1	2.867460489	0.916802003
ENST00000357461.2	TMEM229B	14	1	67940136	67940640	504	168	.	37	75.9904522	0.486903274	20.00587336	1	2.187737889	0.21424997
ENST00000439696.2	ZFP36L1	14	2	69256249	69259655	1017	339	.	57	156.7940566	0.363534188	63.51550529	1	3.898131234	0.506697565
ENST00000557016.1	ERH	14	4	69847254	69864950	315	105	.	3	34.1117018	0.08794636	28.37554088	1	2.605650426	0.846059924
ENST00000336643.5	SLC39A9	14	7	69866086	69925310	924	308	.	59	100.8465904	0.585047048	17.36436623	1	2.037956672	0.529198523
ENST00000303575.4	TMED10	14	5	75601587	75643282	660	220	.	43	90.81009435	0.473515641	25.17126689	1	2.45396872	0.718151478
ENST00000286639.6	BATF	14	3	75989025	76013014	378	126	.	30	50.68156085	0.591931257	8.439498548	1	1.421227217	0.74490492
ENST00000238647.3	IRF2BPL	14	1	77491744	77494135	2391	797	.	195	384.7844896	0.506777184	93.60604041	1	4.732258044	0.968935346
ENST00000216479.3	AHSA1	14	9	77924532	77935592	1017	339	.	60	103.865763	0.577668697	18.52588482	1	2.105497048	0.938521221
ENST00000261303.8	PSMC1	14	11	90722941	90738751	1323	441	.	28	133.9691576	0.20900333	83.82125081	1	4.479316806	0.995728891
ENST00000356978.4	CALM1	14	6	90863574	90871061	450	150	.	4	50.67318386	0.078937215	42.98893272	1	3.207292854	0.894820173
ENST00000531499.2	GPR68	14	1	91700296	91701394	1098	366	.	78	146.2755664	0.533240116	31.86829542	1	2.761188419	0.000219037
ENST00000596306.1	AL133373.1	14	1	92040509	92040956	447	149	.	29	52.7368194	0.549900436	10.68393206	1	1.59875522	0.522343673
ENST00000306954.4	C14orf142	14	2	93670032	93673382	303	101	.	28	49.06883369	0.570626972	9.046388915	1	1.47114004	0.190974081
