transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000374541.2	PTPN3	9	25	112141835	112225714	2742	914	.	319	343.6314709	0.928320096	1.765581477	1	0.64876129	0.000188228
ENST00000314527.4	PALM2	9	7	112542768	112705705	1236	412	.	127	135.4184338	0.937833916	0.523341063	1	0.352418709	0.003893171
ENST00000374530.3	PALM2-AKAP2	9	11	112542768	112930777	3312	1104	.	407	366.797188	1.109605017	4.406429893	1	-1.027826658	0.066517954
ENST00000555236.1	AKAP2	9	11	112542768	112930777	3312	1104	.	407	366.7962523	1.109607847	4.406646241	1	-1.027853658	0.066516441
ENST00000400613.4	C9orf152	9	2	112963227	112969859	720	240	.	108	66.43840892	1.62556572	25.99950664	1	-2.494014399	0.004747681
ENST00000374517.5	TXN	9	5	113006436	113018715	318	106	.	23	29.21348833	0.787307553	1.32156204	1	0.561059718	0.417886376
ENST00000374510.4	TXNDC8	9	6	113065961	113100076	348	116	.	49	35.62473328	1.375448894	5.021729105	1	-1.099137217	0.835982582
ENST00000401783.2	SVEP1	9	48	113128818	113341823	10716	3572	.	1086	1038.312017	1.045928374	2.190231537	2	-0.728282367	0.58900765
ENST00000374448.4	MUSK	9	15	113431184	113563268	2610	870	.	273	273.4208962	0.998460629	0.000647915	1	0.011669939	8.17E-05
ENST00000374431.3	LPAR1	9	3	113637700	113734397	1095	365	.	79	141.0276284	0.560173924	27.28136839	1	2.554755761	0.001418981
ENST00000302681.1	OR2K2	9	1	114089762	114090713	951	317	.	127	101.2365294	1.254487889	6.556491251	1	-1.252427965	0.001461518
ENST00000259335.4	KIAA0368	9	51	114124309	114247025	6054	2018	3	535	548.9303307	0.974622771	0.353513194	3	0.288894854	0.999999936
ENST00000309235.5	ZNF483	9	5	114289675	114305450	2235	745	.	155	211.2034192	0.733889634	14.95631245	1	1.891596677	0.413497359
ENST00000407693.2	PTGR1	9	9	114325400	114359702	990	330	.	106	96.99765178	1.09280996	0.835507583	1	-0.449857877	0.044277116
ENST00000313525.3	DNAJC25	9	4	114393687	114415502	1083	361	.	76	86.93616235	0.87420468	1.37571804	2	0.57635225	0.005620635
ENST00000374294.3	DNAJC25-GNG10	9	2	114393687	114429220	462	154	.	12	26.10746224	0.4596387	7.623126638	1	1.35645082	0.002778174
ENST00000374293.4	GNG10	9	2	114423914	114429220	207	69	.	13	18.56798143	0.700129955	1.669670841	1	0.632021396	0.00031015
ENST00000374287.3	C9orf84	9	25	114449049	114543274	4335	1445	.	390	363.9567674	1.071555841	1.863545414	1	-0.670596716	4.97E-16
ENST00000374279.3	UGCG	9	9	114659495	114695277	1185	395	.	63	114.542144	0.550015896	23.19314545	1	2.354790543	0.982568592
ENST00000374270.3	SUSD1	9	17	114803771	114937515	2244	748	1	237	240.5548047	0.985222475	0.052531216	1	0.077108397	8.56E-09
ENST00000458258.1	PTBP3	9	14	114986130	115095123	1677	559	.	150	173.7697872	0.863211047	3.251444294	2	0.880834708	0.978776733
ENST00000398805.3	HSDL2	9	11	115142443	115232824	1257	419	.	120	117.538995	1.020937775	0.05152797	1	-0.113017159	3.95E-05
ENST00000337530.6	KIAA1958	9	3	115336360	115422349	2151	717	.	215	241.0496802	0.891932318	2.815128557	1	0.822488623	0.04900214
ENST00000374242.4	INIP	9	4	115449817	115478765	315	105	.	17	31.8325199	0.53404506	6.911285923	1	1.285866527	0.017451553
ENST00000374232.3	SNX30	9	9	115513281	115631123	1314	438	.	124	146.0814813	0.848841337	3.337807186	1	0.896862449	0.970626803
ENST00000374228.4	SLC46A2	9	4	115642041	115652961	1428	476	.	181	196.5039547	0.921101055	1.223245672	1	0.540465611	0.000292934
ENST00000374227.3	ZFP37	9	4	115805004	115818968	1893	631	.	193	172.6889756	1.117616219	2.388905902	1	-0.756343611	4.11E-09
ENST00000259392.3	SLC31A2	9	4	115913354	115925197	432	144	.	41	41.91724255	0.978117775	0.020071308	1	0.066880036	2.78E-05
ENST00000238256.3	FKBP15	9	28	115928357	115983523	3660	1220	.	330	334.9412422	0.985247436	0.072895992	2	0.125792332	1.85E-07
ENST00000374212.4	SLC31A1	9	4	116018428	116022753	573	191	.	43	59.36148538	0.724375405	4.509627786	1	1.038692304	0.519265078
ENST00000374206.3	CDC26	9	2	116029542	116034787	258	86	.	13	35.16826904	0.369651403	13.97373728	1	1.828406631	0.646600814
ENST00000374198.4	PRPF4	9	14	116038023	116053940	1569	523	.	118	189.1474551	0.623851904	26.76197977	1	2.518671502	0.999643089
ENST00000478815.1	RNF183	9	1	116059885	116060464	579	193	.	67	82.34363839	0.813663342	2.859082302	1	0.827046333	0.037593501
ENST00000374193.4	WDR31	9	9	116079028	116094302	1104	368	.	121	113.6110717	1.065037044	0.480554051	1	-0.339247334	5.54E-06
ENST00000374183.4	BSPRY	9	6	116111859	116132422	1209	403	1	143	125.6257081	1.138302042	2.402900049	1	-0.760361943	9.79E-05
ENST00000238379.5	HDHD3	9	1	116135878	116136634	756	252	.	102	98.77992726	1.032598452	0.104969387	1	-0.158470126	0.005551021
ENST00000409155.3	ALAD	9	11	116150579	116155839	993	331	.	111	139.0941565	0.798020584	5.674441317	1	1.166938144	0.06295026
ENST00000374171.4	POLE3	9	4	116171090	116172573	444	148	.	46	51.25611078	0.897453968	0.538993304	1	0.362024347	0.077745399
ENST00000288462.4	C9orf43	9	13	116175773	116191666	1386	462	.	164	148.7936644	1.102197467	1.554048984	1	-0.610342868	3.00E-08
ENST00000374140.2	RGS3	9	25	116222536	116359233	3597	1199	1	429	446.710887	0.960352686	0.702189104	1	0.419129781	9.68E-05
ENST00000288466.7	ZNF618	9	14	116638660	116812447	2586	862	1	264	357.3429136	0.738786163	24.38246061	1	2.421939658	0.994715997
ENST00000265132.3	AMBP	9	10	116822518	116840489	1059	353	.	151	136.7168644	1.104472375	1.492193102	1	-0.591555605	4.48E-10
ENST00000374118.3	KIF12	9	14	116854140	116859982	1542	514	.	184	184.5759019	0.996879864	0.001796892	1	0.01834282	1.78E-05
ENST00000356083.3	COL27A1	9	61	116918230	117072975	5583	1861	.	708	720.4015786	0.982785187	0.21349086	3	0.224875392	0.999999361
ENST00000259396.8	ORM1	9	6	117085413	117088637	606	202	.	53	68.61272786	0.772451434	3.552653844	2	0.922224959	0.132357511
ENST00000431067.2	ORM2	9	6	117092184	117095414	606	202	.	57	65.64133057	0.868355341	1.137585015	2	0.522330798	0.005043484
ENST00000307564.4	AKNA	9	21	117099333	117143613	4320	1440	.	573	501.9139074	1.141630052	10.06792697	1	-1.554258995	0.02852574
ENST00000362057.3	DFNB31	9	12	117165033	117267081	2724	908	.	388	439.2557844	0.883312215	5.980923932	2	1.19794282	0.011088497
ENST00000374050.3	ATP6V1G1	9	3	117350118	117360023	357	119	.	33	37.4587373	0.880969365	0.530726334	1	0.354560625	0.045173671
ENST00000288502.4	C9orf91	9	8	117379475	117405593	1029	343	.	101	111.8418015	0.903061276	1.050990406	1	0.501185494	0.000442176
ENST00000374045.4	TNFSF15	9	4	117552731	117568292	756	252	.	84	78.83968392	1.065453282	0.337759624	1	-0.284737131	0.364139466
ENST00000223795.2	TNFSF8	9	4	117666210	117692583	705	235	.	70	75.19355098	0.930930899	0.358713898	1	0.292296576	0.852776651
ENST00000350763.4	TNC	9	27	117783435	117853297	6606	2202	.	832	824.0636184	1.009630787	0.076433604	1	-0.135768565	1.45E-05
ENST00000374016.1	DEC1	9	4	118138981	118164404	213	71	.	24	20.36435563	1.178529801	0.649070866	1	-0.392907628	0.000209449
ENST00000328252.3	PAPPA	9	22	118916451	119158895	4884	1628	1	441	543.6338753	0.811207726	19.37648267	1	2.150438891	0.967751417
ENST00000361209.2	ASTN2	9	22	119188129	120177216	3867	1289	.	416	495.8878643	0.838899336	12.86998799	2	1.760927913	0.989172284
ENST00000450136.1	TRIM32	9	1	119460021	119461983	1962	654	.	229	248.6977504	0.920796427	1.560132205	1	0.610936618	0.097317644
ENST00000355622.6	TLR4	9	3	120466750	120476926	2520	840	.	248	224.1657496	1.106324229	2.534158296	1	-0.778632201	4.18E-06
ENST00000265922.3	BRINP1	9	7	121929361	122075633	2286	762	.	244	322.2351752	0.75721094	18.99464462	1	2.131730115	0.995424258
ENST00000349780.4	CDK5RAP2	9	38	123151513	123342256	5682	1894	.	655	582.2342865	1.124976689	9.094017967	1	-1.474992549	5.71E-16
ENST00000608872.1	FBXW2	9	6	123526836	123550536	1365	455	.	83	134.0992802	0.618944411	19.47166629	1	2.15732601	0.976204028
ENST00000210313.3	PSMD5	9	10	123580183	123605187	1515	505	.	179	162.262897	1.10314806	1.726399703	1	-0.641178714	1.27E-05
ENST00000373896.3	PHF19	9	14	123620221	123637019	1743	581	.	97	212.0015111	0.457543909	62.38327021	1	3.863599037	0.995642239
ENST00000373887.3	TRAF1	9	7	123667297	123688353	1251	417	.	143	151.405964	0.944480628	0.466693841	1	0.3150336	0.056744289
ENST00000223642.1	C5	9	41	123715016	123812524	5031	1677	.	479	473.0577323	1.012561401	0.074643205	1	-0.13420336	5.61E-11
ENST00000373855.1	CNTRL	9	42	123850604	123939464	6978	2326	.	754	631.9471243	1.193137797	23.57302358	1	-2.376331657	4.17E-35
ENST00000373840.4	RAB14	9	7	123943673	123955690	648	216	.	18	66.26366912	0.271642066	35.15322631	2	2.899236997	0.973482565
ENST00000373818.4	GSN	9	17	124062139	124094881	2349	783	.	255	318.3924834	0.800898304	12.62155095	1	1.746342042	3.19E-06
ENST00000286713.2	STOM	9	7	124103479	124132465	867	289	1	71	91.26732499	0.777934491	4.500673843	1	1.030633549	0.000669923
ENST00000259371.2	DAB2IP	9	17	124329467	124545824	3399	1133	.	355	470.35776	0.754744644	28.29210853	3	2.607513617	0.999652088
ENST00000321582.5	TTLL11	9	9	124584865	124855697	2403	801	"5,6,7,8,9"	125	186.13125	0.671569121	20.07739017	1	2.189814643	0.018231837
ENST00000373768.3	NDUFA8	9	4	124906519	124921956	519	173	.	56	65.40137383	0.856251126	1.351436901	1	0.568610248	0.202476373
ENST00000373764.3	MORN5	9	5	124922251	124962210	486	162	.	65	64.03794859	1.015023145	0.014453038	1	-0.0608826	0.001663335
ENST00000394319.4	LHX6	9	10	124967038	124991019	1179	393	.	56	176.2174	0.317789276	82.01359948	2	4.428583927	0.948528053
ENST00000417201.3	RBM18	9	5	125004162	125023771	573	191	.	41	53.21873757	0.770405347	2.805356808	1	0.819238972	0.038009873
ENST00000344641.3	MRRF	9	6	125033170	125084896	789	263	.	101	83.14006309	1.214817457	3.836626224	1	-0.958399074	3.58E-05
ENST00000362012.2	PTGS1	9	11	125133363	125154823	1800	600	.	214	242.7184907	0.88167984	3.397976418	1	0.893481535	6.41E-06
ENST00000259357.2	OR1J1	9	1	125239236	125240205	969	323	.	126	95.43678599	1.320245634	9.787735836	1	-1.530233378	0.008024653
ENST00000335302.5	OR1J2	9	1	125273080	125274022	942	314	.	126	93.75902315	1.343870657	11.08672588	1	-1.628613379	0.00168245
ENST00000340750.1	OR1J4	9	1	125281419	125282361	942	314	.	110	87.47317359	1.2575284	5.801297557	1	-1.178091157	0.240446421
ENST00000304880.2	OR1N1	9	1	125288636	125289572	936	312	.	130	104.439924	1.244734724	6.255438162	1	-1.223336044	0.002943785
ENST00000373688.2	OR1N2	9	1	125315448	125316441	993	331	.	104	98.1440355	1.059667044	0.349408092	1	-0.289122952	0.00140501
ENST00000304865.2	OR1L8	9	1	125329826	125330756	930	310	.	113	99.93157566	1.130773724	1.709006523	1	-0.639422811	0.325912944
ENST00000297913.2	OR1Q1	9	1	125377016	125377961	945	315	.	100	96.95005685	1.03145891	0.095947888	1	-0.151507356	0.000120115
ENST00000304833.3	OR1B1	9	1	125390857	125391814	957	319	.	117	109.0775882	1.072630977	0.575412506	1	-0.371026924	0.000898341
ENST00000309623.1	OR1L1	9	1	125423994	125424927	933	311	.	114	91.78475846	1.24203628	5.37689443	1	-1.134180552	0.000185743
ENST00000304820.2	OR1L3	9	1	125437408	125438383	975	325	.	120	94.65423128	1.267772168	6.78689144	1	-1.274242035	0.000337194
ENST00000259466.1	OR1L4	9	1	125486268	125487204	936	312	.	98	91.74640587	1.068161734	0.42625582	1	-0.319338517	0.043165056
ENST00000304720.2	OR1L6	9	1	125512126	125513062	936	312	.	85	98.01163955	0.867243935	1.72737406	1	0.642849999	0.010695662
ENST00000373680.2	OR5C1	9	1	125551211	125552174	963	321	.	145	133.4665124	1.086414842	0.996664515	1	-0.488300884	0.000111246
ENST00000277309.2	OR1K1	9	1	125562401	125563352	951	317	.	132	118.2114226	1.116643359	1.608345976	1	-0.620302648	0.000145199
ENST00000259467.4	PDCL	9	3	125582363	125589066	906	302	.	74	97.99414357	0.755147168	5.875034003	1	1.185554646	0.31202797
ENST00000373670.1	RC3H2	9	20	125611905	125659788	3576	1192	.	294	358.1644348	0.82085202	11.49492886	2	1.658152502	0.999999562
ENST00000373659.3	ZBTB6	9	1	125673076	125674351	1275	425	.	75	110.6104086	0.678055537	11.46457388	1	1.656133506	0.357932618
ENST00000373656.3	ZBTB26	9	1	125680887	125682213	1326	442	.	80	119.5212458	0.669337066	13.06821108	1	1.768170655	0.015475125
ENST00000373647.4	RABGAP1	9	25	125719338	125865492	3210	1070	.	236	327.7750128	0.720006074	25.69644619	2	2.476733509	0.9999998
ENST00000373642.1	GPR21	9	1	125796845	125797895	1050	350	.	104	108.8439912	0.955496016	0.215576906	1	0.227100649	0.024651114
ENST00000447404.2	STRBP	9	17	125887875	125946413	2019	673	.	107	198.9986005	0.537692224	42.53166842	1	3.187875872	0.999902421
ENST00000373631.3	CRB2	9	13	126118539	126139341	3858	1286	.	429	504.5277488	0.850300109	11.30649573	3	1.641106848	3.46E-05
ENST00000373624.2	DENND1A	9	22	126143710	126692184	3030	1010	1	313	364.1792821	0.859466794	7.192388608	1	1.313095493	0.904475401
ENST00000373615.4	LHX2	9	5	126774627	126794986	1221	407	.	80	218.5901515	0.365981722	87.86868927	1	4.586437579	0.946789689
ENST00000373600.3	NEK6	9	10	127055219	127113226	1044	348	.	86	132.1901521	0.650577964	16.13985701	3	1.962325232	0.644137661
ENST00000259457.3	PSMB7	9	8	127115876	127177704	834	278	.	76	93.55606557	0.812347115	3.294446344	1	0.885798976	0.941261763
ENST00000334810.1	GPR144	9	20	127213422	127239379	2892	964	"1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,19,20"	9	1.34309588	6.70093635	43.65152303	1	-2.280762619	0.315055471
ENST00000373588.4	NR5A1	9	6	127245036	127265674	1386	462	.	100	178.4203087	0.560474313	34.46774001	1	2.874214742	0.947523498
ENST00000487099.2	NR6A1	9	10	127284983	127533398	1443	481	1	114	158.5336169	0.719090388	12.50992105	2	1.692773389	0.992320028
ENST00000373580.3	OLFML2A	9	8	127539549	127572691	1959	653	1	297	281.6346665	1.054557678	0.838296917	1	-0.449759667	1.74E-05
ENST00000373574.1	WDR38	9	9	127615810	127619909	945	315	.	127	127.0229923	0.999818991	4.16E-06	1	0.002351913	0.000345295
ENST00000348462.3	RPL35	9	4	127620196	127624191	372	124	.	26	65.87872752	0.394664575	24.14000647	1	2.401253187	0.527875069
ENST00000353214.2	ARPC5L	9	4	127631569	127639219	462	154	.	29	40.54849536	0.715192999	3.289092328	1	0.888832892	0.775599153
ENST00000373555.4	GOLGA1	9	21	127642808	127700990	2304	768	.	216	234.732957	0.920194602	1.49499109	1	0.597019022	0.006107394
ENST00000373549.4	SCAI	9	19	127715085	127905716	1890	630	.	112	197.7049758	0.566500664	37.15305011	1	2.979279153	0.999445289
ENST00000451402.1	PPP6C	9	8	127911951	127951997	1029	343	2	60	119.2021329	0.503346698	29.40293476	1	2.65471387	0.988609354
ENST00000373538.3	RABEPK	9	7	127965292	127996259	1119	373	.	150	119.0516677	1.259957151	8.045240293	1	-1.387348113	4.19E-06
ENST00000324460.6	HSPA5	9	8	127998870	128003405	1965	655	.	87	245.5134221	0.354359445	102.3426939	1	4.948173211	0.885688898
ENST00000394105.2	GAPVD1	9	26	128061200	128125025	4464	1488	.	386	464.3984786	0.83118274	13.23501634	2	1.779506568	0.999999872
ENST00000265960.3	MAPKAP1	9	11	128201165	128434853	1569	523	.	104	186.1483042	0.558694319	36.25251333	1	2.944682894	0.999736598
ENST00000373489.5	PBX3	9	9	128509732	128728202	1305	435	.	91	144.7930118	0.62848337	19.98499849	3	2.186006118	0.592665484
ENST00000361171.3	MVB12B	9	10	129089208	129265542	960	320	1	74	104.0511665	0.711188567	8.679120453	1	1.439192555	0.622016654
ENST00000355497.5	LMX1B	9	8	129376728	129458730	1221	407	.	99	174.5222754	0.567262831	32.68129564	1	2.792605601	0.82273227
ENST00000373464.4	ZBTB43	9	1	129594788	129596192	1404	468	.	98	171.7938982	0.570450994	31.69809564	1	2.753804302	0.877041935
ENST00000373452.2	ZBTB34	9	1	129641690	129643193	1503	501	.	110	195.8926055	0.561532171	37.66114427	1	3.001671692	0.829622812
ENST00000259351.5	RALGPS1	9	18	129724568	129981048	1674	558	.	104	187.1572343	0.555682501	36.94821439	1	2.9716166	0.999856881
ENST00000373425.3	ANGPTL2	9	4	129851217	129871010	1482	494	.	157	214.2477813	0.732796387	15.29681402	1	1.913009103	0.182258217
ENST00000373387.4	GARNL3	9	28	130027156	130155533	3042	1014	.	263	341.9912485	0.769025527	18.244962	1	2.088928226	0.021086841
ENST00000373371.3	SLC2A8	9	10	130159509	130169528	1434	478	2	151	156.559028	0.964492447	0.197387483	1	0.212067563	0.237274588
ENST00000342483.5	ZNF79	9	5	130187066	130207476	1497	499	.	182	172.1589253	1.057162733	0.562542731	1	-0.367404107	0.017129421
ENST00000361436.5	RPL12	9	7	130209999	130213596	498	166	.	33	54.71019807	0.603178222	8.615079399	1	1.457470286	0.164356185
ENST00000323301.4	LRSAM1	9	24	130216806	130265178	2172	724	.	270	272.1479259	0.992107506	0.016952492	1	0.059090088	2.93E-05
ENST00000373312.3	FAM129B	9	14	130269123	130331153	2241	747	.	277	312.2751612	0.88703821	3.98474535	1	0.972797695	0.096703214
ENST00000373302.3	STXBP1	9	19	130374682	130446756	1812	604	.	71	234.5890006	0.302656987	114.0776466	1	5.22205056	0.999882943
ENST00000373295.2	C9orf117	9	9	130469310	130476184	1563	521	.	166	175.7441104	0.944555124	0.540260988	1	0.356458574	6.01E-06
ENST00000419060.1	PTRH1	9	5	130476378	130477918	645	215	.	81	74.38368675	1.088948445	0.588510774	1	-0.378963998	0.001586335
ENST00000373289.3	TTC16	9	14	130478424	130493684	2622	874	.	317	314.8306348	1.006890579	0.014948181	1	-0.05087227	5.08E-12
ENST00000373284.5	TOR2A	9	5	130494312	130497549	966	322	.	119	120.3947258	0.988415391	0.016157352	1	0.035202312	0.056747579
ENST00000314830.8	SH2D3C	9	12	130501024	130540906	2583	861	.	271	348.696029	0.777181205	17.31213556	1	2.033046712	0.000941187
ENST00000373264.4	CDK9	9	7	130548427	130551822	1119	373	.	86	155.9538898	0.551445047	31.37816378	1	2.743713846	0.000275106
ENST00000373247.2	FPGS	9	15	130565203	130575883	1764	588	.	141	219.399645	0.642662845	28.01510609	1	2.580496853	0.000112878
ENST00000373203.4	ENG	9	15	130577960	130616634	1977	659	.	223	235.5960746	0.946535295	0.673445412	1	0.409367536	0.989617028
ENST00000373176.1	AK1	9	6	130630286	130636896	585	195	.	65	75.75415978	0.85803869	1.526674612	1	0.600719057	0.654809128
ENST00000373146.1	ST6GALNAC6	9	6	130648877	130660260	1002	334	.	116	159.853988	0.725662221	12.03080565	1	1.696839514	0.00205356
ENST00000335791.5	ST6GALNAC4	9	5	130670670	130678698	909	303	.	131	150.0387959	0.873107513	2.415880151	1	0.758402205	0.005077205
ENST00000388747.4	PIP5KL1	9	10	130684125	130693031	1185	395	.	110	140.2203055	0.78447982	6.513085689	1	1.241174528	4.90E-06
ENST00000314392.8	DPM2	9	4	130698000	130700099	255	85	.	20	31.66804822	0.631551394	4.2990761	1	0.946851036	0.019800957
ENST00000373095.1	FAM102A	9	11	130705470	130742416	1155	385	.	112	158.294205	0.707543273	13.53905166	3	1.803532418	0.430347065
ENST00000373078.4	NAIF1	9	2	130825706	130829380	984	328	.	80	153.2078313	0.522166519	34.98115281	1	2.892899695	0.022545578
ENST00000373068.2	SLC25A25	9	10	130830598	130869723	1512	504	.	142	215.4584366	0.659059827	25.04493207	1	2.447340138	0.973302049
ENST00000338961.6	PTGES2	9	7	130883423	130889996	1134	378	.	117	142.5526896	0.820749159	4.580341106	2	1.055479849	2.07E-05
ENST00000373017.1	LCN2	9	6	130911804	130915398	597	199	.	86	66.82589108	1.286926349	5.501557057	1	-1.147252546	0.000596069
ENST00000372994.1	C9orf16	9	2	130922686	130925894	252	84	1	16	18.98257519	0.842878263	0.468627396	1	0.329606558	0.01649363
ENST00000393608.1	CIZ1	9	16	130928475	130953136	2697	899	.	253	284.5193801	0.889218864	3.491752729	1	0.90986306	0.993095776
ENST00000372923.3	DNM1	9	22	130965749	131016993	2595	865	21	112	335.9767472	0.333356403	149.3126643	1	5.973104768	0.999863839
ENST00000421699.2	GOLGA2	9	26	131019345	131038255	3009	1003	.	351	368.7008113	0.951991396	0.849791246	1	0.45194833	0.994925569
ENST00000320188.5	SWI5	9	5	131038424	131050995	708	236	.	109	107.6783963	1.01227362	0.016220861	1	-0.064206446	0.026359331
ENST00000372890.4	TRUB2	9	8	131071828	131084687	996	332	.	137	141.1608549	0.970524018	0.122645284	1	0.172074468	0.001495702
ENST00000300452.3	COQ4	9	7	131085137	131095924	798	266	.	100	127.7460257	0.782803218	6.026347499	1	1.200569703	0.000292855
ENST00000300456.4	SLC27A4	9	12	131105411	131122770	1932	644	.	255	289.1793933	0.881805571	4.039813888	1	0.979200911	0.00122184
ENST00000452446.1	URM1	9	4	131133659	131151792	441	147	.	54	51.73235862	1.0438341	0.099400019	1	-0.149591198	0.498052547
ENST00000372838.4	CERCAM	9	12	131183156	131198184	1788	596	1	243	232.0932576	1.046992931	0.512539791	1	-0.348234452	0.018254249
ENST00000434106.3	ODF2	9	20	131219684	131262534	2490	830	.	242	314.7328318	0.768906118	16.80811242	1	2.001219997	0.365893592
ENST00000309971.4	GLE1	9	16	131267084	131303449	2097	699	.	208	240.2307706	0.865834129	4.324269409	2	1.014855116	1.54E-05
ENST00000372739.3	SPTAN1	9	56	131329019	131395613	7434	2478	.	509	934.2483231	0.544823028	193.5632442	1	6.802432313	1
ENST00000372715.2	WDR34	9	9	131396022	131419005	1611	537	.	213	197.6087131	1.077887694	1.198791839	1	-0.541977375	3.70E-05
ENST00000372692.4	SET	9	8	131446174	131456943	873	291	.	20	75.27577776	0.265689716	40.58957207	2	3.113418567	0.96336428
ENST00000291906.4	PKN3	9	22	131465194	131482885	2670	890	.	321	361.2293147	0.888632198	4.480250343	1	1.030769452	1.47E-09
ENST00000372663.4	ZDHHC12	9	5	131483459	131486372	804	268	.	92	93.59513301	0.982957094	0.027185701	1	0.089956511	0.011766228
ENST00000291900.2	ZER1	9	15	131493615	131517844	2301	767	.	152	309.6653907	0.490852399	80.27495539	3	4.3798598	0.998769063
ENST00000372648.5	TBC1D13	9	12	131549632	131570158	1203	401	.	95	143.8933073	0.660211387	16.61338909	1	1.99262225	0.611736247
ENST00000372642.4	ENDOG	9	3	131580963	131584889	894	298	.	55	63.92286011	0.860412064	1.245523626	1	0.546659813	0.006243353
ENST00000361256.5	C9orf114	9	12	131585043	131592059	1131	377	.	117	151.1464677	0.774083588	7.714247457	1	1.355398885	0.104849794
ENST00000302586.3	CCBL1	9	12	131595862	131607684	1269	423	.	171	168.759356	1.013277154	0.029749376	1	-0.084430205	6.51E-08
ENST00000259324.5	LRRC8A	9	2	131669443	131678650	2433	811	.	202	382.7555681	0.527751957	85.36146337	2	4.519051062	0.916104676
ENST00000308941.5	PHYHD1	9	10	131684602	131704032	894	298	.	112	107.7205274	1.03972755	0.170012963	1	-0.191211847	5.93E-10
ENST00000372586.3	DOLK	9	1	131707965	131709582	1617	539	.	163	201.865133	0.807469807	7.482711563	1	1.337967688	0.057602442
ENST00000372577.2	NUP188	9	44	131709998	131768957	5250	1750	.	585	598.5704889	0.977328503	0.307663297	1	0.270972951	0.987079307
ENST00000372564.3	SH3GLB2	9	11	131770962	131790433	1188	396	.	108	121.7381299	0.887150148	1.550345918	1	0.606766786	0.370053036
ENST00000358369.4	FAM73B	9	15	131802873	131832732	1782	594	.	202	237.784407	0.849509026	5.385230261	1	1.133425255	0.003518966
ENST00000372546.4	DOLPP1	9	8	131843410	131851286	717	239	.	56	100.9325193	0.554826139	20.00278307	1	2.187174092	0.604058624
ENST00000318080.2	CRAT	9	14	131857675	131872788	1881	627	.	230	261.8792047	0.878267521	3.880734607	1	0.961549395	3.46E-07
ENST00000393370.2	PPP2R4	9	10	131873879	131909743	972	324	.	76	114.9580052	0.661110984	13.20244005	1	1.773947468	0.983923153
ENST00000372491.2	IER5L	9	1	131939116	131940331	1215	405	.	80	169.6386935	0.471590522	47.36593526	1	3.366277432	0.829266816
ENST00000372478.4	C9orf50	9	7	132374625	132382853	1296	432	.	118	148.0782114	0.796876184	6.10960107	2	1.204318824	7.28E-10
ENST00000372486.1	NTMT1	9	3	132394982	132397743	672	224	.	74	100.7391188	0.73457065	7.097346924	1	1.303059368	0.40245054
ENST00000277458.4	ASB6	9	6	132400068	132404278	1266	422	.	149	181.4004374	0.821387215	5.787132364	1	1.175463701	0.004646337
ENST00000372469.4	PRRX2	9	4	132428146	132484631	762	254	1	66	86.94116773	0.759134041	5.044014446	1	1.092056966	0.305924077
ENST00000340607.4	PTGES	9	3	132501889	132515291	459	153	.	38	53.97275188	0.704058968	4.726992674	1	1.060944968	0.624659347
ENST00000259339.2	TOR1B	9	5	132565491	132571862	1011	337	.	109	135.458524	0.804674352	5.168028349	1	1.110556048	0.743694124
ENST00000351698.4	TOR1A	9	5	132576250	132586364	999	333	.	94	115.5768597	0.813311594	4.028149537	1	0.977957993	0.167048491
ENST00000372447.3	C9orf78	9	9	132590439	132597500	870	290	.	66	117.5872251	0.561285463	22.63206558	1	2.323497507	0.117679602
ENST00000315480.4	USP20	9	23	132614834	132642552	2745	915	.	343	401.9001342	0.853445846	8.632059352	1	1.428187746	0.00188749
ENST00000446176.2	FNBP1	9	17	132652817	132805254	1854	618	1	164	189.7554982	0.864270082	3.49579165	3	0.912141476	0.846297746
ENST00000372406.1	GPR107	9	20	132816211	132897400	1803	601	"15,16"	139	159.5606187	0.871142273	2.64939459	1	0.795690704	0.839149576
ENST00000372398.3	NCS1	9	7	132934942	132988766	573	191	.	19	69.06572332	0.275100283	36.29262868	1	2.944534213	0.947220876
ENST00000372394.1	ASS1	9	14	133327615	133376408	1239	413	.	154	172.2906513	0.8938384	1.941764813	1	0.679986972	0.000493338
ENST00000319725.9	FUBP3	9	19	133455067	133512409	1719	573	.	150	217.3273247	0.690203131	20.8577944	1	2.232483183	0.862679425
ENST00000253008.2	PRDM12	9	5	133540040	133557056	1104	368	.	67	169.0839523	0.396252862	61.63289401	2	3.83073285	0.29787033
ENST00000372358.5	EXOSC2	9	9	133569178	133579161	882	294	.	96	105.2335541	0.912256559	0.810183812	1	0.439007243	0.004089806
ENST00000372348.2	ABL1	9	11	133589706	133761070	3450	1150	.	350	467.7203438	0.748310405	29.62898564	3	2.661520825	0.999882701
ENST00000343079.1	QRFP	9	1	133768814	133769225	411	137	.	75	62.32378316	1.20339293	2.578252878	1	-0.785378434	0.007623349
ENST00000372338.4	FIBCD1	9	7	133779450	133813994	1386	462	.	184	201.3117988	0.914005046	1.488727336	2	0.596265587	7.56E-06
